scheme,n_samples,n_features,year_r2_ols,year_adj_r2,year_ridge_cv_r2,year_lasso_cv_r2,year_rf_cv_r2,year_mae_years,year_best_feature,year_best_r,era_auc,era_baseline,era_f1
output,5821,14,0.01994718009041141,0.01758398004240347,0.010786740889757418,0.010545650215134494,0.011141750219332724,2.853663175636343,VP_T,0.07197579292681675,0.5382424869254683,0.6303850156087409,0.7717541737136637
