scheme,n_types,type_distribution,type_acc,type_bl,type_f1,ncc_anova_f,ncc_anova_p
output,3,"{'experimental': np.int64(5248), 'modeling': np.int64(422), 'review': np.int64(134)}",0.9042040155632778,0.9042039972432805,0.316564113472157,43.246498643310346,2.274708294073663e-19
