scheme,n_samples,n_features,year_r2_ols,year_adj_r2,year_ridge_cv_r2,year_lasso_cv_r2,year_rf_cv_r2,year_mae_years,year_best_feature,year_best_r,era_auc,era_baseline,era_f1
output,5804,6,0.0511110792709889,0.05012896205098294,0.04563151857825356,0.046021888286581936,0.05686503889632599,2.7714361285856706,LD,0.17549857808525604,0.5850325996255303,0.631732776617954,0.7704593574243359
