n,p,r2,adj,rcv,lcv,rfcv,best_r,best_f,best_auc,jrn_acc,jrn_bl,jrn_f1,jrn_ovr
5710,6,0.009924000625420093,0.008882363592937703,0.006822919980724196,0.006915884775699444,0.007944986119560404,-0.056945841798512045,LC,0.6397336075466598,0.39194395796847636,0.3120840630472855,0.2587633303570171,0.851514092285061
