n,p,r2,adj_r2,rcv,lcv,rfcv,best_r,best_f,best_auc,jrn_acc,jrn_bl,jrn_f1,jrn_ovr
5792,10,0.007106418686880889,0.005388906870044452,0.002790674043615926,-0.0023607952173026804,0.009439004114027271,-0.060851811811373335,short_sentence_ratio,0.6340704367792277,0.4034852271254029,0.313017955801105,0.24117614876109972,0.8911714669306633
