scheme,n_samples,n_features,year_r2_ols,year_adj_r2,year_ridge_cv_r2,year_lasso_cv_r2,year_rf_cv_r2,year_mae_years,year_best_feature,year_best_r,era_auc,era_baseline,era_f1
output,5821,10,0.045464702691340064,0.043821784795800234,0.040691493153827765,0.04048648210057819,0.06292572569136723,2.7626181669814094,avg_word_length,0.15642740598650337,0.5965425234203634,0.6303850156087409,0.7715490921173384
