doc_id,term_density,numeric_density,abbreviation_ratio,redundancy_ratio,sentence_length_cv,short_sentence_ratio,long_sentence_ratio,question_ratio,formulaic_open_ratio,avg_word_length
https://doi.org/10.1108/acmm-06-2018-1954,0.021604938271604937,0.2857142857142857,0.027777777777777776,0.0030864197530864196,0.48471531924445876,0.0,0.14285714285714285,0.0,0.07142857142857142,5.469135802469136
https://doi.org/10.1108/acmm-04-2018-1920,0.02112676056338028,0.3333333333333333,0.014084507042253521,0.014084507042253521,0.3214848510003754,0.0,0.0,0.0,0.0,6.450704225352113
https://doi.org/10.1108/acmm-09-2017-1837,0.017142857142857144,0.5714285714285714,0.022857142857142857,0.005714285714285714,0.22116574263272717,0.0,0.0,0.0,0.0,6.217142857142857
https://doi.org/10.1108/acmm-04-2017-1785,0.0106951871657754,0.0,0.03208556149732621,0.0053475935828877,0.43921944809371266,0.0,0.0,0.0,0.0,5.754010695187166
https://doi.org/10.1108/acmm-07-2018-1969,0.02617801047120419,0.7272727272727273,0.02617801047120419,0.005235602094240838,0.5061232470532766,0.0,0.36363636363636365,0.09090909090909091,0.0,5.5863874345549736
https://doi.org/10.1108/acmm-02-2018-1897,0.00966183574879227,0.09090909090909091,0.0,0.004830917874396135,0.3552613779874442,0.0,0.0,0.0,0.0,6.285024154589372
https://doi.org/10.1108/acmm-03-2018-1917,0.013651877133105802,0.35714285714285715,0.07167235494880546,0.0034129692832764505,0.34145047740462015,0.0,0.07142857142857142,0.0,0.0,5.539249146757679
https://doi.org/10.1108/acmm-06-2018-1959,0.022727272727272728,0.21428571428571427,0.005681818181818182,0.002840909090909091,0.4681556148889663,0.0,0.14285714285714285,0.0,0.0,5.761363636363637
https://doi.org/10.1108/acmm-07-2018-1973,0.017241379310344827,0.1,0.05172413793103448,0.008620689655172414,0.32416544270626146,0.0,0.1,0.0,0.1,5.405172413793103
https://doi.org/10.1108/acmm-06-2017-1810,0.013468013468013467,0.05555555555555555,0.013468013468013467,0.006734006734006734,0.49987244572358064,0.0,0.0,0.0,0.0,5.878787878787879
https://doi.org/10.1108/acmm-06-2017-1808,0.02027027027027027,0.2727272727272727,0.057432432432432436,0.0033783783783783786,0.507926577693318,0.09090909090909091,0.2727272727272727,0.0,0.09090909090909091,5.9324324324324325
