scheme,n_types,type_distribution,type_acc,type_bl,type_f1,ncc_anova_f,ncc_anova_p
output,3,"{'experimental': np.int64(5231), 'modeling': np.int64(423), 'review': np.int64(134)}",0.9037665154507444,0.9037664132688321,0.3164836530085017,42.92731592597886,3.1181004592462144e-19
