scheme,n_samples,n_features,year_r2_ols,year_adj_r2,year_ridge_cv_r2,year_lasso_cv_r2,year_rf_cv_r2,year_mae_years,year_best_feature,year_best_r,era_auc,era_baseline,era_f1
output,5788,15,0.08257657351847203,0.08019241700474655,0.0750216314144185,0.07502342095581771,0.09443466765604716,2.697058852893483,passive_ratio,-0.23615791186759785,0.6447408481633647,0.6331658291457286,0.7677544319312204
