scheme,n_samples,n_features,year_r2_ols,year_adj_r2,year_ridge_cv_r2,year_lasso_cv_r2,year_rf_cv_r2,year_mae_years,year_best_feature,year_best_r,era_auc,era_baseline,era_f1
output,5821,10,0.039405755992216074,0.03775240961698756,0.03401131233118506,0.03392081848052111,0.05030454057897789,2.7856554326819922,attitude_ratio,0.10424140404126545,0.6090194233352466,0.6303850156087409,0.7659978660920949
